timestamp,topic,message_timestamp,receive_timestamp,drift_ms,frequency_hz,sync_offset_ms
34.280000,/machine_1/target_tracker/offset,34.196000,34.280000,-84.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/pose,34.152000,34.280000,-128.000000,0.000000,0.000000
34.280000,/neural_network_feedback,34.152000,34.280000,-128.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/offset,34.200000,34.280000,-80.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/pose,34.196000,34.280000,-84.000000,0.000000,0.000000
34.280000,/neural_network_feedback,34.196000,34.280000,-84.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/offset,34.204000,34.280000,-76.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/pose,34.200000,34.280000,-80.000000,0.000000,0.000000
34.280000,/neural_network_feedback,34.200000,34.280000,-80.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/offset,34.208000,34.280000,-72.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/pose,34.204000,34.280000,-76.000000,0.000000,0.000000
34.280000,/neural_network_feedback,34.204000,34.280000,-76.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/offset,34.212000,34.280000,-68.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/pose,34.208000,34.280000,-72.000000,0.000000,0.000000
34.280000,/neural_network_feedback,34.208000,34.280000,-72.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/offset,34.252000,34.280000,-28.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/pose,34.212000,34.280000,-68.000000,0.000000,0.000000
34.280000,/neural_network_feedback,34.212000,34.280000,-68.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/offset,34.256000,34.280000,-24.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/pose,34.252000,34.280000,-28.000000,0.000000,0.000000
34.280000,/neural_network_feedback,34.252000,34.280000,-28.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/offset,34.260000,34.280000,-20.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/pose,34.256000,34.280000,-24.000000,0.000000,0.000000
34.280000,/neural_network_feedback,34.256000,34.280000,-24.000000,0.000000,0.000000
34.280000,/machine_1/target_tracker/pose,34.260000,34.280000,-20.000000,0.000000,0.000000
34.280000,/neural_network_feedback,34.260000,34.280000,-20.000000,0.000000,0.000000
34.300000,/machine_1/target_tracker/pose,34.264000,34.300000,-36.000000,50.000000,0.000000
34.300000,/machine_1/target_tracker/offset,34.292000,34.300000,-8.000000,50.000000,0.000000
34.300000,/machine_1/target_tracker/pose,34.292000,34.300000,-8.000000,50.000000,0.000000
34.300000,/neural_network_feedback,34.264000,34.300000,-36.000000,50.000000,0.000000
34.300000,/machine_1/target_tracker/offset,34.296000,34.300000,-4.000000,50.000000,0.000000
34.300000,/machine_1/target_tracker/pose,34.296000,34.300000,-4.000000,50.000000,0.000000
34.300000,/neural_network_feedback,34.292000,34.300000,-8.000000,50.000000,0.000000
34.300000,/machine_1/target_tracker/offset,34.300000,34.300000,0.000000,50.000000,0.000000
34.300000,/machine_1/target_tracker/pose,34.300000,34.300000,0.000000,50.000000,0.000000
34.300000,/neural_network_feedback,34.296000,34.300000,-4.000000,50.000000,0.000000
34.300000,/neural_network_feedback,34.300000,34.300000,0.000000,50.000000,0.000000
34.304000,/machine_1/target_tracker/offset,34.304000,34.304000,0.000000,83.333333,0.000000
34.304000,/machine_1/target_tracker/pose,34.304000,34.304000,0.000000,83.333333,0.000000
34.304000,/neural_network_feedback,34.304000,34.304000,0.000000,83.333333,0.000000
34.308000,/machine_1/target_tracker/pose,34.308000,34.308000,0.000000,107.142857,0.000000
